EventCode,EventType,RecordNumber,_time,action,anonymized_ComputerName,dest,source,sourcetype,src,user
4648,0,1006381811,2016-08-27T02:14:19.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1006382167,2016-08-27T02:14:41.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242740743,2016-08-27T02:14:46.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242746087,2016-08-27T02:24:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242746375,2016-08-27T02:25:57.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242752841,2016-08-27T02:37:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1006403929,2016-08-27T02:44:42.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1006406648,2016-08-27T02:48:18.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1006408873,2016-08-27T02:50:36.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242763227,2016-08-27T02:57:13.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242763628,2016-08-27T02:57:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242775425,2016-08-27T03:21:23.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242792226,2016-08-27T03:51:08.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242797661,2016-08-27T04:02:18.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242799045,2016-08-27T04:04:58.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2496376794,2016-08-27T04:06:46.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4768,0,144428640,2016-08-27T09:49:26.000+05:30,success,anon_ComputerName_14,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,chuck
4624,0,242931743,2016-08-27T14:07:55.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497371265,2016-08-27T14:09:45.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242932449,2016-08-27T14:09:54.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2497371599,2016-08-27T14:09:58.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242933089,2016-08-27T14:11:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242933414,2016-08-27T14:12:13.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242939731,2016-08-27T14:28:30.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242941405,2016-08-27T14:32:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006701168,2016-08-27T14:34:34.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242943218,2016-08-27T14:35:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497421163,2016-08-27T14:38:32.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242945744,2016-08-27T14:41:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2497428900,2016-08-27T14:42:58.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242947483,2016-08-27T14:46:05.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242951352,2016-08-27T14:55:54.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242954500,2016-08-27T15:03:06.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242954591,2016-08-27T15:03:23.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242955218,2016-08-27T15:05:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242955260,2016-08-27T15:05:02.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2497480861,2016-08-27T15:15:02.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242961124,2016-08-27T15:19:27.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242963107,2016-08-27T15:24:36.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242963366,2016-08-27T15:25:05.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242965114,2016-08-27T15:29:27.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497510814,2016-08-27T15:30:57.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242967845,2016-08-27T15:35:34.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242968457,2016-08-27T15:36:39.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006730380,2016-08-27T15:38:06.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242969110,2016-08-27T15:38:24.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006730664,2016-08-27T15:38:25.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006737052,2016-08-27T15:48:59.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242973899,2016-08-27T15:50:19.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006739079,2016-08-27T15:52:17.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242976917,2016-08-27T15:58:06.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242977221,2016-08-27T15:58:35.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,242978599,2016-08-27T16:01:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242980132,2016-08-27T16:05:30.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242980495,2016-08-27T16:06:17.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242981882,2016-08-27T16:09:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497578266,2016-08-27T16:11:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497581584,2016-08-27T16:13:39.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242984100,2016-08-27T16:15:49.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,242985393,2016-08-27T16:19:27.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497591886,2016-08-27T16:19:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,242985589,2016-08-27T16:19:39.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,242987113,2016-08-27T16:23:30.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242987199,2016-08-27T16:23:37.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242988711,2016-08-27T16:27:37.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006761063,2016-08-27T16:39:39.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,242994883,2016-08-27T16:43:24.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006765871,2016-08-27T16:47:37.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,242996824,2016-08-27T16:47:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497650051,2016-08-27T16:55:49.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,243000084,2016-08-27T16:56:03.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,243002865,2016-08-27T17:03:23.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,243003090,2016-08-27T17:03:48.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2497666811,2016-08-27T17:05:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,243007429,2016-08-27T17:13:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497687595,2016-08-27T17:17:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243010144,2016-08-27T17:21:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497696751,2016-08-27T17:21:50.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497704720,2016-08-27T17:26:16.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497706470,2016-08-27T17:27:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,243014482,2016-08-27T17:32:08.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497721198,2016-08-27T17:35:42.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006786132,2016-08-27T17:39:27.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243017610,2016-08-27T17:40:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243017929,2016-08-27T17:41:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1006789102,2016-08-27T17:44:21.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006791149,2016-08-27T17:47:49.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006792002,2016-08-27T17:49:30.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006792275,2016-08-27T17:49:50.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243021172,2016-08-27T17:50:08.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1006794567,2016-08-27T17:53:24.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006798235,2016-08-27T17:59:23.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006798295,2016-08-27T17:59:27.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006799694,2016-08-27T18:01:24.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1006800301,2016-08-27T18:02:21.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,243026918,2016-08-27T18:05:23.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497773762,2016-08-27T18:09:48.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497778216,2016-08-27T18:12:03.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497784724,2016-08-27T18:15:37.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497793815,2016-08-27T18:20:42.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2497796014,2016-08-27T18:21:56.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006810420,2016-08-27T18:23:23.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243036005,2016-08-27T18:28:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006814275,2016-08-27T18:29:37.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006817093,2016-08-27T18:33:23.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2497822828,2016-08-27T18:39:30.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2497838509,2016-08-27T18:48:21.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243043752,2016-08-27T18:48:21.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,243045248,2016-08-27T18:52:05.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497847469,2016-08-27T18:53:40.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243046602,2016-08-27T18:55:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2497855432,2016-08-27T18:57:56.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497858400,2016-08-27T18:59:57.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2497865227,2016-08-27T19:03:41.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243049564,2016-08-27T19:03:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243051998,2016-08-27T19:09:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2498101815,2016-08-27T21:33:28.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,243074235,2016-08-27T21:34:43.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2498106404,2016-08-27T21:35:50.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1006888396,2016-08-27T21:45:24.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1006888922,2016-08-27T21:45:51.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243080464,2016-08-27T21:49:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1006892559,2016-08-27T21:51:57.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2498133762,2016-08-27T21:53:25.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243082044,2016-08-27T21:53:49.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,243083558,2016-08-27T21:57:31.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,243083761,2016-08-27T21:57:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243085160,2016-08-27T22:01:24.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,243085687,2016-08-27T22:02:06.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2498153065,2016-08-27T22:04:06.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,243088672,2016-08-27T22:09:28.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2498167984,2016-08-27T22:12:06.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,243091198,2016-08-27T22:15:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1006904687,2016-08-27T22:23:51.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
